no_recibo,producto_id,tienda_id,cantidad
0000002723,2115023601,5,9
0000002723,2703BE,1,4
0000002724,265227,5,9
0000002725,2112021201,5,10
0000002725,265A29,4,9
0000002726,2132023703,4,10
0000002727,2146022301,4,4
0000002727,270313,3,6
0000002728,284126,1,5
0000002729,2115023601,3,7
0000002730,267101,3,1
0000002731,26552D,3,5
0000002731,26554F,1,3
0000002732,267241,3,9
0000002732,270350,1,4
0000002733,4122041101,3,1
0000002734,265124,5,6
0000002734,267047,2,8
0000002734,2702BF,3,10
0000002735,2703AR,4,5
0000002736,2844B6,1,2
0000002737,2126040601,4,2
0000002738,2124021091,1,3
0000002739,2434010001,4,5
0000002739,267239,5,3
0000002740,270263,2,5
0000002741,2916010002,4,8
0000002742,2126040591,4,5
0000002743,26522A,1,3
0000002744,2112020601,4,4
0000002745,265A29,1,10
0000002746,4127040501,1,7
0000002747,2211010301,5,10
0000002748,2843B4,1,8
0000002748,458196,4,6
0000002749,284395,4,9
0000002750,2144020201,2,10
0000002750,267574,4,10
0000002751,2652BE,2,5
0000002752,2136020101,2,3
0000002752,266247,4,10
0000002753,458529,4,3
0000002754,2702AG,5,7
0000002755,267321,2,8
0000002756,26527G,4,6
0000002756,267121,5,2
0000002757,2116011201,5,3
0000002757,2701AV,2,3
0000002758,2415000107,4,1
0000002759,2702A4,1,3
0000002760,270320,5,7
0000002760,2843S1,3,6
0000002761,266217,2,7
0000002762,2865F4,3,6
0000002763,2213013101,1,4
0000002763,2703BG,2,3
0000002763,286D0B,5,5
0000002764,284318,3,8
0000002765,270206,4,6
0000002766,284596,5,7
0000002767,2702BP,1,7
0000002768,2842A3,5,9
0000002768,2865B4,5,5
0000002769,2844C4,5,10
0000002770,4917040002,1,8
0000002771,267334,1,9
0000002771,2701AP,3,5
0000002772,26522C,3,3
0000002772,2652BE,1,9
0000002772,2703AZ,3,9
0000002773,2137011601,3,4
0000002773,284345,1,7
0000002774,2662A3,3,9
0000002775,2845A6,5,6
0000002776,2945000108,5,9
0000002776,458435,1,1
0000002777,267356,5,9
0000002778,2702B6,3,3
0000002779,276DCV,2,9
0000002780,458530,4,4
0000002781,2126041001,1,4
0000002781,2703AH,3,3
0000002782,265223,2,5
0000002782,267178,4,3
0000002783,270246,1,3
0000002783,2702AK,5,6
0000002784,2115020401,5,10
0000002785,2115020791,4,10
0000002785,26514F,5,5
0000002786,265225,3,4
0000002786,2701BP,1,6
0000002786,2702AQ,3,1
0000002786,2844A4,1,8
0000002787,270145,3,1
0000002788,270302,5,2
0000002789,270256,3,9
0000002790,26552E,2,6
0000002791,2112030601,1,8
0000002791,270340,3,2
0000002792,267121,3,9
0000002792,267216,3,1
0000002792,276EDL,5,9
0000002793,270253,2,10
0000002794,2701AP,3,9
0000002795,2112020401,2,1
0000002795,276FDH,5,2
0000002796,2126011101,1,8
0000002797,2114030501,3,10
0000002797,2916010007,2,6
0000002798,270176,1,8
0000002798,2916010002,1,7
0000002799,270206,5,8
0000002800,2844C7,3,3
0000002801,270253,3,1
0000002801,2842C3,4,10
0000002802,2706AS,5,3
0000002803,270212,3,2
0000002804,284594,5,9
0000002804,458434,5,1
0000002805,2914010018,5,2
0000002806,2136011602,2,10
0000002807,2843B6,3,2
0000002807,465283,2,7
0000002808,265529,4,5
0000002808,270287,5,7
0000002809,213006,2,4
0000002810,26552E,4,1
0000002811,2147020401,2,1
0000002812,2125023201,5,9
0000002813,266420,3,2
0000002813,284326,5,5
0000002814,284324,4,1
0000002815,2127050101,1,2
0000002815,267001,2,4
0000002816,284363,4,4
0000002817,458196,4,10
0000002818,458428,1,8
0000002819,2701A5,2,6
0000002819,2863VN,2,6
0000002820,2665A7,4,1
0000002821,270230,1,3
0000002822,265429,4,5
0000002822,270176,3,9
0000002823,284326,5,4
0000002823,2917020098,3,1
0000002824,284192,4,2
0000002824,286ECD,2,9
0000002825,276FDH,3,9
0000002826,2843C2,3,4
0000002827,265325,5,10
0000002827,270132,5,8
0000002827,2703AE,5,9
0000002828,2115030391,1,10
0000002829,266246,1,6
0000002830,2147021601,4,4
0000002831,265121,4,5
0000002832,276DNA,5,4
0000002833,270371,5,3
0000002834,2702AN,3,8
0000002835,458322,3,5
0000002836,2702AN,1,1
0000002837,2126050101,2,2
0000002838,267425,5,9
0000002839,284318,5,4
0000002840,2213013201,2,10
0000002841,26548J,1,9
0000002842,284450,1,10
0000002842,2915010016,2,8
0000002843,270376,5,1
0000002844,270110,1,9
0000002845,4917040004,1,1
0000002846,2701BE,1,9
0000002846,458101,1,3
0000002847,2917010001,1,8
0000002848,2842930002,2,1
0000002849,2115031091,3,9
0000002850,2126040591,4,8
0000002850,267556,2,2
0000002850,2844A2,4,6
0000002850,2916021801,1,4
0000002851,270224,2,9
0000002851,284303,2,5
0000002852,270299,3,8
0000002853,265225,4,7
0000002854,2132023703,4,6
0000002855,265229,1,5
0000002855,2703AM,4,5
0000002856,267425,3,4
0000002856,270383,5,5
0000002857,2701AN,3,8
0000002857,2701BG,5,2
0000002857,465261,1,7
0000002858,267345,4,7
0000002858,286DMA,5,4
0000002859,270186,4,2
0000002860,418303,4,8
0000002861,284040-1,4,6
0000002862,2127040301,1,1
0000002862,2134020101,3,2
0000002863,265221,4,10
0000002864,2115020791,4,5
0000002865,2126040291,2,4
0000002866,2914020092,1,2
0000002867,270315,5,7
0000002868,2917010003,1,1
0000002869,266232,1,1
0000002869,270318,2,10
0000002870,2212014401,4,6
0000002871,2132023703,4,6
0000002871,2701A9,4,10
0000002872,2415000119,3,1
0000002872,270165,4,2
0000002873,267373,1,10
0000002874,267011,2,7
0000002875,26514F,2,8
0000002875,2701AC,5,9
0000002876,2701AV,1,9
0000002876,2911010001,3,4
0000002877,270108,1,6
0000002878,265A29,3,2
0000002878,267521,2,5
0000002879,270263,1,9
0000002880,2702AE,4,1
0000002881,2415000119,2,8
0000002881,2702AN,1,4
0000002882,458421,5,6
0000002883,2665A7,5,7
0000002884,26522A,2,7
0000002884,270317,5,2
0000002884,284444,1,9
0000002885,2703A8,5,6
0000002886,286213,2,6
0000002887,270333,2,4
0000002888,265224,3,4
0000002889,2911020003,1,8
0000002890,2115031091,4,6
0000002891,284193,2,4
0000002891,28668C,1,4
0000002892,284314,1,5
0000002893,2844A5,3,2
0000002894,2665A4,3,5
0000002895,267473,1,3
0000002896,4126040201,2,5
0000002897,270203,5,7
0000002897,284143,1,1
0000002898,270226,4,1
0000002898,458202,2,4
0000002899,213006,1,7
0000002899,267012,3,2
0000002899,270210,4,8
0000002900,2147021601,1,6
0000002900,2844B5,4,9
0000002901,265528,3,10
0000002902,267148,3,1
0000002903,467501,3,5
0000002904,270261,1,9
0000002905,276GCX,2,6
0000002906,2117024801,2,2
0000002906,267342,5,2
0000002907,26523M,4,4
0000002907,270260,5,5
0000002908,2844A8,5,9
0000002909,267042,5,6
0000002910,2914020003,2,10
0000002911,26534F,1,8
0000002912,2147020301,2,9
0000002913,284399,3,1
0000002914,2212010301,1,5
0000002914,26544G,2,7
0000002915,26558J,2,4
0000002915,270342,5,1
0000002916,2137020101,2,5
0000002916,270188,5,8
0000002916,284196,3,9
0000002917,2124023401,1,10
0000002917,458245,5,3
0000002918,266532,3,3
0000002919,4127050301,1,8
0000002920,2126040891,2,2
0000002921,2213010201,1,6
0000002921,286DMA,5,3
0000002922,2115023601,5,9
0000002922,270164,4,6
0000002923,2703AW,5,2
0000002924,2116030301,5,4
0000002925,265222,5,6
0000002925,267273,5,3
0000002926,2701AH,3,6
0000002927,465281,4,5
0000002928,2916210001,1,2
0000002928,458047,5,1
0000002929,2116020201,3,1
0000002929,2125041401,5,9
0000002930,2132023703,4,8
0000002930,266347,1,5
0000002930,2911020002,3,6
0000002931,2915020090,3,1
0000002932,270220,1,5
0000002932,276FDH,2,3
0000002933,2147020301,2,4
0000002934,2115050101,1,1
0000002935,270103,5,7
0000002936,2116022201,4,5
0000002936,2702C5,4,10
0000002937,2865B4,5,2
0000002938,2702A8,5,6
0000002939,466501,4,4
0000002940,2916020011,2,4
0000002941,2915010004,1,7
0000002942,213006,3,9
0000002943,270363,5,3
0000002944,458446,2,1
0000002945,2843S1,5,3
0000002946,284548,5,8
0000002947,2914020003,1,6
0000002948,2112030801,1,1
0000002948,2144020101,5,10
0000002949,465261,1,10
0000002950,266520,3,8
0000002951,2125040901,2,8
0000002951,284141,2,3
0000002952,2125023391,5,8
0000002952,267178,1,5
0000002953,267012,5,6
0000002954,26552A,1,8
0000002954,2914010018,5,1
0000002955,2144020401,5,10
0000002955,2662A7,4,2
0000002955,418007,5,6
0000002956,270339,1,1
0000002956,276GDS,4,1
0000002957,2703C5,4,1
0000002958,2845C7,2,2
0000002959,270227,5,5
0000002960,2115030601,3,7
0000002960,26527G,3,2
0000002961,2415000107,5,5
0000002961,267205,2,1
0000002961,2844C4,2,6
0000002962,2701A1,5,3
0000002963,2124023301,1,10
0000002964,2115030891,1,3
0000002965,265428,2,3
0000002966,2914020092,5,6
0000002967,2915010020,2,3
0000002968,2212012301,1,1
0000002969,26552C,3,6
0000002970,270176,1,8
0000002971,265225,1,9
0000002972,2663A7,2,2
0000002972,270269,4,4
0000002973,270250,3,4
0000002973,276FDH,3,4
0000002974,270228,4,2
0000002975,2147020801,2,5
0000002976,265324,2,5
0000002976,284192,4,10
0000002977,458299,5,7
0000002978,2115011201,2,8
0000002979,2147020801,2,6
0000002980,270217,5,6
0000002980,2915010016,2,9
0000002981,2702AH,3,1
0000002982,2213013201,2,2
0000002982,466501,5,1
0000002983,2915010004,2,7
0000002984,267473,5,6
0000002985,270263,4,4
0000002986,2136011602,3,7
0000002986,2211010301,1,5
0000002986,26524F,1,5
0000002986,2844160000,2,9
0000002987,2702AW,4,8
0000002988,2144021691,5,1
0000002988,270326,4,10
0000002988,284344,1,3
0000002989,267145,3,5
0000002990,266317,4,7
0000002991,2124020991,1,10
0000002992,284196,2,1
0000002992,458528,4,2
0000002992,4914010001,2,7
0000002993,2115020401,4,9
0000002993,284596,5,3
0000002994,465262,4,5
0000002995,2116020101,3,3
0000002996,26537H,2,7
0000002997,284495,1,8
0000002998,2702AN,4,5
0000002998,276GDS,5,8
0000002999,267496,3,3
0000003000,26532B,5,1
0000003001,2665AK,2,4
0000003001,270226,1,9
0000003002,2125040901,3,5
0000003003,2844080002,4,5
0000003003,466501,1,5
0000003004,270149,3,10
0000003005,2127024891,2,2
0000003006,2703AZ,2,10
0000003007,2127020191,1,9
0000003007,270179,4,9
0000003008,2124024091,1,3
0000003009,276DCV,2,2
0000003010,270220,4,4
0000003011,2127020301,1,7
0000003011,2945000108,4,8
0000003012,267441,2,9
0000003013,2652BE,5,8
0000003013,284249,2,2
0000003014,2915010003,1,10
0000003015,2702AG,5,2
0000003016,2117021101,2,5
0000003016,267126,4,10
0000003017,2702B5,5,10
0000003018,267334,5,2
0000003018,270237,2,2
0000003019,2112030601,3,1
0000003019,2914020016,4,8
0000003020,265322,5,9
0000003021,270338,4,6
0000003022,265222,2,3
0000003023,26558J,3,3
0000003023,267346,4,10
0000003024,270390,4,6
0000003024,284341,1,5
0000003025,270306,2,2
0000003026,2124023201,1,2
0000003027,458395,4,1
0000003028,267217,3,6
0000003028,267307,4,10
0000003029,270399,1,4
0000003030,2145021601,4,3
0000003031,26552E,1,3
0000003031,284302,4,3
0000003032,284217,2,9
0000003033,26515L,2,8
0000003034,2114024801,2,8
0000003035,2916210001,1,8
0000003036,276JDG,3,9
0000003037,270384,4,5
0000003038,2843C5,2,9
0000003039,2665A7,1,8
0000003039,458243,2,9
0000003040,2134020101,2,5
0000003040,458101,4,6
0000003041,2115031101,2,3
0000003042,284326,5,2
0000003042,2917020006,2,1
0000003043,270230,1,4
0000003044,270275,2,10
0000003045,270331,2,8
0000003046,2701AL,2,5
0000003047,266274,5,2
0000003048,265123,3,2
0000003049,2147022601,4,7
0000003050,270115,5,9
0000003051,2125041401,3,6
0000003052,2114020391,3,10
0000003052,26512E,2,9
0000003053,2125023101,1,4
0000003053,2147020101,5,5
0000003054,284263,5,6
0000003055,270206,2,3
0000003056,2125020501,4,5
0000003057,465262,5,7
0000003058,284545,3,9
0000003059,26522C,2,4
0000003060,2145022301,2,3
0000003061,270290,4,6
0000003062,270376,3,4
0000003063,2866HJ,3,8
0000003064,270390,4,7
0000003065,2136011602,5,9
0000003066,265528,1,1
0000003067,2124024091,1,5
0000003067,2844B6,1,4
0000003068,2415000119,5,9
0000003069,284524,5,2
0000003069,2914020016,4,1
0000003070,2701C1,3,7
0000003071,270288,5,7
0000003072,2843C2,3,10
0000003073,270219,4,5
0000003074,2147020201,5,2
0000003074,267153,3,8
0000003075,270347,1,5
0000003076,2112021801,2,10
0000003077,2702C5,4,4
0000003078,2111011591,5,4
0000003078,267317,2,1
0000003079,466501,5,3
0000003080,270335,1,4
0000003081,2117020501,1,8
0000003082,2866HI,3,7
0000003083,266520,3,2
0000003084,2702AF,2,8
0000003085,2212013101,1,5
0000003086,2111023601,5,6
0000003086,26504C,5,3
0000003087,270338,2,8
0000003087,2917020006,3,7
0000003088,284405,1,10
0000003089,2844C4,2,7
0000003090,284306,1,3
0000003091,2845C6,2,10
0000003092,2115050101,4,10
0000003093,2126040101,3,1
0000003094,270241,1,5
0000003095,2147020201,3,7
0000003096,286213,2,7
0000003097,2115011201,2,1
0000003097,267596,3,2
0000003098,267342,2,6
0000003099,2703AX,1,4
0000003100,4916040018,4,1
0000003101,286DMA,5,6
0000003102,2701AV,5,7
0000003103,2703AE,3,1
0000003104,2131020001,4,1
0000003105,418003,5,6
0000003106,2662A3,4,6
0000003106,270150,4,1
0000003106,2701AY,4,6
0000003107,26504C,1,4
0000003107,26522E,3,4
0000003108,270376,3,6
0000003109,267342,1,8
0000003110,2213012401,1,8
0000003110,267245,2,10
0000003110,267249,4,5
0000003111,2842A7,3,7
0000003112,267045,4,3
0000003113,2845C2,2,3
0000003114,2131020001,4,1
0000003115,265222,1,1
0000003116,2115021101,5,2
0000003116,265223,3,4
0000003116,266274,1,8
0000003117,267293,3,1
0000003118,2146022301,4,2
0000003118,284297,5,9
0000003119,286594,3,8
0000003120,267334,3,10
0000003121,265221,4,7
0000003122,267592,4,3
0000003123,270271,5,1
0000003123,270390,5,5
0000003123,2703AM,4,3
0000003124,2916210001,3,4
0000003124,2945000108,1,4
0000003125,2701AF,5,6
0000003126,2703B9,3,9
0000003126,458347,4,8
0000003127,270363,4,1
0000003128,2115020791,4,8
0000003129,286F20,4,1
0000003130,2134020101,4,4
0000003131,270322,5,7
0000003132,270161,4,5
0000003132,2916020013,2,8
0000003133,2144022601,1,6
0000003134,2703A6,5,7
0000003134,4916040004,5,9
0000003135,270121,5,9
0000003136,270150,4,9
0000003137,2115020791,4,10
0000003138,2127023101,1,1
0000003138,270371,5,8
0000003139,266332,1,2
0000003139,267292,4,5
0000003139,2701BO,4,2
0000003140,270159,1,5
0000003141,2914010011,3,6
0000003141,2916010002,1,7
0000003142,267339,2,4
0000003143,270151,1,1
0000003143,284145,4,6
0000003143,458440,5,1
0000003144,284452,1,2
0000003144,284504,4,4
0000003145,2702B8,1,9
0000003146,2125023101,3,6
0000003146,2126040591,4,9
0000003146,26542D,4,6
0000003146,2945000108,3,1
0000003146,458197,5,6
0000003147,265225,3,1
0000003148,270295,2,3
0000003149,2114024801,2,5
0000003150,284314,1,1
0000003150,2843C7,3,7
0000003151,2127040901,1,3
0000003152,284224,5,2
0000003153,270201,4,3
0000003154,26552C,2,5
0000003154,284214,2,3
0000003155,2863CA,5,10
0000003156,270326,5,2
0000003157,458546,3,6
0000003158,265323,1,5
0000003159,267491,5,1
0000003160,2703AB,1,5
0000003161,265226,3,9
0000003162,286CCG,4,8
0000003163,2115021701,5,2
0000003163,284203,4,3
0000003164,270143,5,7
0000003165,270290,5,8
0000003166,458399,2,2
0000003167,2125023201,5,2
0000003167,465261,3,7
0000003168,26544F,5,4
0000003168,267334,2,9
0000003169,2701B4,3,6
0000003169,270219,4,4
0000003170,2865B4,2,7
0000003171,2115030101,4,8
0000003172,2702AZ,2,10
0000003173,2845C4,2,7
0000003174,284040,5,6
0000003174,286CCG,4,9
0000003174,466501,1,2
0000003175,2144020401,5,4
0000003175,2916010007,2,5
0000003176,267121,3,3
0000003177,2211010301,5,2
0000003178,2147021601,3,6
0000003178,2701AN,2,7
0000003178,270254,1,6
0000003179,265228,5,8
0000003179,466501,4,2
0000003180,2112040001,4,7
0000003180,2915010004,1,5
0000003180,296001,4,10
0000003181,2125024001,2,5
0000003182,2702BD,3,2
0000003183,270206,4,1
0000003184,267036,2,5
0000003185,270226,2,2
0000003185,418012,5,9
0000003186,2845C5,2,3
0000003187,270153,1,2
0000003188,2144021691,3,1
0000003189,2125040901,4,4
0000003190,2114011301,4,1
0000003191,2845170000,2,3
0000003192,270257,4,3
0000003193,276FDN,1,8
0000003194,266520,2,10
0000003194,458350,4,5
0000003195,26527H,2,6
0000003195,2703B5,4,10
0000003195,2843A8,1,7
0000003196,2842080002,2,6
0000003197,2702AW,5,2
0000003198,2917010005,1,7
0000003199,458205,2,1
0000003200,270308,1,8
0000003201,2703AW,1,7
0000003202,2112020401,5,1
0000003203,2116050101,3,8
0000003203,267425,2,4
0000003204,267441,2,9
0000003205,4915040004,1,3
0000003206,2703AF,1,10
0000003207,270103,2,7
0000003207,458526,4,2
0000003208,2147022601,2,4
0000003208,26552A,5,3
0000003209,2127050201,1,10
0000003210,2845S3,5,10
0000003211,265125,2,4
0000003211,26554G,1,2
0000003212,267012,4,8
0000003212,2916010007,4,6
0000003213,270223,2,8
0000003213,2914010014,4,6
0000003214,26552C,4,7
0000003215,267296,3,7
0000003216,284109,4,8
0000003217,2916210001,5,9
0000003218,276DNA,5,2
0000003219,270366,2,3
0000003219,270A73,3,3
0000003219,284241,3,2
0000003220,276GDS,2,9
0000003221,2844B8,3,8
0000003221,465262,3,7
0000003222,284147,4,10
0000003223,26552E,5,9
0000003224,2211010301,4,10
0000003225,270349,3,8
0000003226,2843A2,3,4
0000003227,270203,1,6
0000003228,270141,1,6
0000003229,270220,2,4
0000003230,2844A4,5,3
0000003231,270354,1,9
0000003232,2703AM,4,2
0000003233,2112020401,1,4
0000003234,2132010906,3,3
0000003235,284541,3,3
0000003236,2415070102,4,10
0000003236,270127,4,8
0000003237,266547,4,9
0000003238,284426,4,3
0000003239,284143,1,3
0000003240,4125041801,5,8
0000003241,2125041401,2,2
0000003241,8011,3,2
0000003242,2841A6,4,7
0000003243,26548J,5,5
0000003243,2914020014,1,3
0000003243,458325,3,5
0000003244,270203,5,8
0000003244,4126041501,1,3
0000003245,2842C2,2,5
0000003246,2702B5,2,9
0000003247,2211010591,1,5
0000003247,266220,2,6
0000003247,284473,5,3
0000003248,26554F,4,4
0000003248,2867II,2,10
0000003249,2126022401,1,9
0000003249,266547,5,6
0000003249,284346,4,4
0000003250,2116050101,2,8
0000003251,2127024891,2,5
0000003252,26548J,5,4
0000003252,284495,2,6
0000003253,270367,5,5
0000003254,4127041501,1,9
0000003255,267211,2,1
0000003256,284402,2,8
0000003257,267248,4,1
0000003257,284444,2,4
0000003258,2126030701,4,10
0000003258,2842B8,3,9
0000003259,26522C,4,2
0000003260,267317,2,8
0000003261,270340,2,6
0000003261,2845S1,4,8
0000003262,267156,3,7
0000003262,2702AW,5,2
0000003263,266274,1,4
0000003263,270340,2,2
0000003264,284304,1,2
0000003265,270335,1,5
0000003266,265327,3,4
0000003266,2703AB,1,2
0000003267,267473,5,6
0000003268,4916040010,5,8
0000003269,265527,5,2
0000003270,266017,3,7
0000003271,284205,5,1
0000003272,2127024001,1,7
0000003273,2144022301,2,3
0000003273,267156,3,5
0000003274,2144020201,1,8
0000003275,284450,4,6
0000003276,2912010002,4,6
0000003277,270204,5,8
0000003277,284273,3,1
0000003278,267448,4,3
0000003278,284009,5,4
0000003279,2662A4,5,3
0000003280,266517,2,2
0000003281,2865B4,5,7
0000003282,2664AK,4,5
0000003282,2703AZ,1,2
0000003283,2124020991,1,6
0000003283,465261,2,6
0000003284,2703A4,1,4
0000003284,2703BL,4,1
0000003285,267012,5,6
0000003286,4917040004,1,9
0000003287,265224,2,9
0000003288,267280,3,8
0000003289,284474,3,1
0000003290,2843A2,1,2
0000003290,284402,2,7
0000003291,2132020101,3,1
0000003291,26534F,3,5
0000003292,2703A7,4,5
0000003292,2843960002,3,5
0000003293,458395,3,7
0000003294,2136011602,1,8
0000003294,2701AQ,3,10
0000003295,2434010001,4,6
0000003295,267221,2,1
0000003296,2701A7,4,3
0000003296,2915010002,2,9
0000003297,2116020401,4,8
0000003297,4916040004,5,1
0000003298,2144021691,2,7
0000003298,2703C2,2,3
0000003298,458143,5,2
0000003299,267496,4,3
0000003300,2132020101,5,2
0000003300,284209,2,10
0000003301,2111011591,4,7
0000003302,2115020401,2,4
0000003302,2126020191,3,9
0000003302,4127041801,1,1
0000003303,458496,5,3
0000003304,2702AF,4,9
0000003305,284397,1,4
0000003306,267196,4,4
0000003306,2914020013,2,2
0000003307,270350,1,8
0000003308,270258,5,2
0000003309,267492,1,5
0000003310,284344,2,7
0000003311,2843B8,4,6
0000003312,270238,3,4
0000003313,2701AY,4,2
0000003314,2915010006,2,1
0000003315,2144020391,1,4
0000003316,458531,4,7
0000003317,2701AL,2,8
0000003318,270290,4,7
0000003319,284252,3,6
0000003320,2112030801,1,8
0000003321,2945000103,3,2
0000003322,2842930002,2,2
0000003323,270289,4,8
0000003324,2843080002,1,9
0000003324,2915020095,2,4
0000003325,284596,5,2
0000003326,270141,1,7
0000003327,270103,5,2
0000003327,284495,5,2
0000003328,2914010097,5,1
0000003329,458434,3,10
0000003330,284374,2,4
0000003330,2916210001,3,2
0000003331,270138,4,1
0000003332,270389,4,8
0000003332,276FFL,4,6
0000003333,266246,4,8
0000003334,270206,4,4
0000003335,26537H,3,3
0000003336,284292,5,6
0000003337,270199,3,3
0000003337,2701AY,5,5
0000003338,2914010010,1,9
0000003339,26559M,3,7
0000003340,2844B2,4,9
0000003341,266247,3,6
0000003342,2845C5,2,4
0000003342,458249,5,10
0000003343,27654U,1,3
0000003344,2114021201,2,8
0000003344,270250,2,9
0000003345,267121,3,1
0000003345,2842C3,4,4
0000003346,270219,4,9
0000003347,267102,2,8
0000003348,2702AN,2,8
0000003348,284551,5,10
0000003349,2126040401,4,7
0000003350,2703AP,3,5
0000003351,418303,4,8
0000003352,270320,3,10
0000003353,270244,4,10
0000003354,2126040301,5,9
0000003355,284372,3,1
0000003356,2116030291,3,10
0000003357,2112030801,3,9
0000003357,2136020101,2,7
0000003358,284009,5,6
0000003359,2117020601,1,3
0000003360,296384,4,5
0000003361,2126022101,1,7
0000003362,265321,5,2
0000003362,2767JU,4,10
0000003362,284346,5,8
0000003363,26556N,1,3
0000003363,270210,5,2
0000003364,265225,1,6
0000003364,286056,3,3
0000003365,284450,4,1
0000003365,286F20,4,4
0000003366,2126011101,1,6
0000003367,284372,2,2
0000003368,270299,5,8
0000003369,267534,5,6
0000003369,270233,2,7
0000003370,2126030201,2,1
0000003371,266217,4,10
0000003371,276LFY,4,3
0000003372,266574,2,4
0000003372,2915010004,3,2
0000003373,270111,4,4
0000003374,2212012401,1,6
0000003375,2843S4,2,6
0000003376,2147021601,4,10
0000003376,458531,4,10
0000003377,267334,1,5
0000003378,270189,4,6
0000003379,267479,1,4
0000003380,2915010020,2,9
0000003381,4125050301,4,3
0000003382,2117040101,4,5
0000003382,2126040901,4,8
0000003382,267380,4,1
0000003382,286ECD,2,9
0000003383,267179,4,7
0000003384,284491,2,9
0000003385,270347,3,4
0000003386,270109,2,7
0000003387,284444,5,9
0000003387,458101,4,8
0000003388,2702BD,3,7
0000003389,26512E,2,1
0000003389,266217,5,4
0000003390,2146022601,2,2
0000003391,284326,5,5
0000003392,26512A,3,1
0000003392,267192,3,8
0000003393,270263,3,6
0000003394,2212013701,3,3
0000003394,2914020003,3,3
0000003395,267234,5,3
0000003395,458496,3,10
0000003396,267422,1,4
0000003396,2845S5,5,6
0000003397,265428,3,8
0000003398,2146020101,1,1
0000003398,2917010001,1,5
0000003399,265226,5,10
0000003399,2702B9,3,8
0000003400,4916040009,2,1
0000003401,2663A7,3,10
0000003402,2117030391,2,8
0000003402,4127040401,1,1
0000003403,2116050101,5,4
0000003404,265221,2,2
0000003405,265126,3,4
0000003406,270266,2,7
0000003407,270202,5,3
0000003408,2112030601,1,1
0000003408,458531,4,10
0000003409,284252,3,6
0000003410,2702AZ,4,8
0000003411,267105,5,7
0000003412,267496,3,8
0000003412,284108,3,9
0000003413,2144020201,3,1
0000003413,265228,3,5
0000003413,465261,4,3
0000003414,2914020092,4,9
0000003415,458532,4,6
0000003416,213006,5,5
0000003417,270340,1,3
0000003417,2912010004,3,2
0000003417,2914020003,5,9
0000003418,2945000108,3,9
0000003419,2703C5,4,3
0000003420,2914020013,1,8
0000003421,26552C,1,4
0000003421,265A29,5,8
0000003422,2844C4,1,3
0000003422,2914010004,2,9
0000003423,4125041301,3,8
0000003424,266217,4,9
0000003424,2916020010,1,5
0000003425,284549,2,9
0000003426,2115023601,4,4
0000003427,267326,3,10
0000003428,2912010002,4,10
0000003429,2844A9,3,7
0000003429,4916040010,3,4
0000003430,270263,3,3
0000003430,296001,2,6
0000003431,2115010791,5,7
0000003431,2145020301,2,6
0000003432,2116021701,5,2
0000003433,266217,2,9
0000003434,2144020391,4,9
0000003435,2845C7,2,6
0000003436,26532B,5,1
0000003436,458434,4,2
0000003437,267046,3,9
0000003438,267273,5,4
0000003438,270295,2,4
0000003438,2842B6,4,4
0000003439,270139,1,7
0000003440,270227,5,1
0000003441,266132,3,9
0000003441,266546,1,9
0000003442,270103,2,6
0000003443,2706AS,5,8
0000003444,2126040301,5,4
0000003445,458446,3,4
0000003446,2843S1,3,9
0000003447,465261,1,6
0000003448,284311,5,1
0000003448,4915040002,5,6
0000003449,467501,3,2
0000003450,2147022601,1,4
0000003451,2914020003,3,5
0000003452,2126023191,5,1
0000003453,2842960002,2,5
0000003454,2945000103,3,10
0000003454,465261,1,1
0000003455,2702BO,4,9
0000003455,2916020010,1,2
0000003456,2665AK,3,8
0000003457,286ECD,2,7
0000003458,2124021091,1,1
0000003459,458102,5,2
0000003460,270226,2,9
0000003461,2911020003,4,9
0000003461,418302,5,9
0000003462,2844B6,1,5
0000003463,270303,4,5
0000003464,267342,3,3
0000003464,270261,5,1
0000003465,2945000108,3,3
0000003466,2917010001,1,6
0000003467,2127040301,1,3
0000003468,2126023191,1,3
0000003469,2662A3,1,6
0000003470,267045,2,6
0000003471,267012,5,1
0000003471,267525,4,5
0000003472,2844C4,4,9
0000003473,2114021301,2,5
0000003474,270309,2,9
0000003475,265A29,2,2
0000003475,2702B8,1,2
0000003475,2866HJ,3,3
0000003476,4916040009,3,1
0000003477,270145,3,4
0000003478,270199,1,7
0000003479,26513D,3,6
0000003479,270121,5,5
0000003479,2915010021,1,4
0000003480,284106,1,3
0000003481,2845C4,2,6
0000003482,2842C6,2,9
0000003483,26522E,5,3
0000003483,26554G,2,3
0000003483,2843A2,4,2
0000003484,284142,5,4
0000003484,2914210009,4,4
0000003485,270220,3,5
0000003485,4126041201,5,7
0000003486,270326,4,4
0000003486,2915020095,1,4
0000003487,266520,2,2
0000003487,4126041801,2,1
0000003488,270315,5,7
0000003488,2915020095,1,4
0000003489,2915010012,3,8
0000003490,265225,1,6
0000003490,266546,5,7
0000003491,2703AN,2,9
0000003492,2914020003,5,6
0000003493,26513A,3,2
0000003494,267226,3,8
0000003495,2701A3,2,9
0000003495,2841A5,5,7
0000003496,2702AF,1,6
0000003497,458541,4,8
0000003498,4424050001,2,3
0000003499,270123,2,6
0000003500,267305,3,7
0000003501,270299,1,6
0000003502,267326,3,2
